Name of the Journal,Website URL,Editor URL,Archive URL,Contact URL,ISSN
Journal of Developing Drugs Open Access Journal,https://www.omicsonline.org/developing-drugs.php,https://www.omicsonline.org/editorialboard-developing-drugs-open-access.php,https://www.omicsonline.org/archive-developing-drugs-open-access.php,https://www.omicsonline.org/contact-developing-drugs-open-access.php, ISSN: 2329-6631
Journal of Drug Metabolism & Toxicology Open Access Journal,https://www.omicsonline.org/drug-metabolism-toxicology.php,https://www.omicsonline.org/editorialboard-drug-metabolism-toxicology-open-access.php,https://www.omicsonline.org/archive-drug-metabolism-toxicology-open-access.php,https://www.omicsonline.org/contact-drug-metabolism-toxicology-open-access.php, ISSN: 2157-7609
Journal of Formulation Science & Bioavailability ,https://www.omicsonline.org/formulation-science-bioavailability.php,https://www.omicsonline.org/editorialboard-formulation-science-bioavailability.php,https://www.omicsonline.org/archive-formulation-science-bioavailability.php,https://www.omicsonline.org/contact-formulation-science-bioavailability.php, ISSN: 2577-0543
Journal of Molecular Pharmaceutics & Organic Process Research Open Access Journal,https://www.omicsonline.org/molecular-pharmaceutics-organic-process-research.php,https://www.omicsonline.org/editorialboard-molecular-pharmaceutics-organic-process-research-open-access.php,https://www.omicsonline.org/archive-molecular-pharmaceutics-organic-process-research-open-access.php,https://www.omicsonline.org/contact-molecular-pharmaceutics-organic-process-research-open-access.php, ISSN: 2329-9053
Journal of Pharmaceutical Care & Health Systems Open Access Journal,https://www.omicsonline.org/pharmaceutical-care-and-health-systems-open-access.php,https://www.omicsonline.org/editorialboard-pharmaceutical-care-and-health-systems-open-access.php,https://www.omicsonline.org/archive-pharmaceutical-care-and-health-systems-open-access.php,https://www.omicsonline.org/contact-pharmaceutical-care-and-health-systems-open-access.php, ISSN: 2376-0419
"Journal of Pharmacogenomics & Pharmacoproteomics Open Access Journal, Official Journal of European Society of Pharmacogenomics and Theranostics",https://www.omicsonline.org/pharmacogenomics-pharmacoproteomics.php,https://www.omicsonline.org/editorialboard-pharmacogenomics-pharmacoproteomics-open-access.php,https://www.omicsonline.org/archive-pharmacogenomics-pharmacoproteomics-open-access.php,https://www.omicsonline.org/contact-pharmacogenomics-pharmacoproteomics-open-access.php, ISSN: 2153-0645
Journal of Pharmacognosy & Natural Products Open Access Journal,https://www.omicsonline.org/pharmacognosy-natural-products.php,https://www.omicsonline.org/editorialboard-pharmacognosy-natural-products.php,https://www.omicsonline.org/archive-pharmacognosy-natural-products.php,https://www.omicsonline.org/contact-pharmacognosy-natural-products.php, ISSN: 2472-0992
Journal of Pharmacokinetics & Experimental Therapeutics Open Access Journal,https://www.omicsonline.org/pharmacokinetics-and-experimental-therapeutics.php,https://www.omicsonline.org/editorialboard-pharmacokinetics-and-experimental-therapeutics.php,https://www.omicsonline.org/archive-pharmacokinetics-and-experimental-therapeutics.php,https://www.omicsonline.org/contact-pharmacokinetics-and-experimental-therapeutics.php, 
Journal of Pharmacological Reports Open Access Journal,https://www.omicsonline.org/pharmacological-reports.php,https://www.omicsonline.org/editorialboard-pharmacological-reports.php,https://www.omicsonline.org/archive-pharmacological-reports.php,https://www.omicsonline.org/contact-pharmacological-reports.php, 
Journal of Pharmacovigilance Open Access Journal,https://www.omicsonline.org/pharmacovigilance.php,https://www.omicsonline.org/editorialboard-pharmacovigilance-open-access.php,https://www.omicsonline.org/archive-pharmacovigilance-open-access.php,https://www.omicsonline.org/contact-pharmacovigilance-open-access.php, ISSN: 2329-6887
Medicinal & Aromatic Plants Open Access Journal,https://www.omicsonline.org/medicinal-aromatic-plants.php,https://www.omicsonline.org/editorialboard-medicinal-aromatic-plants-open-access.php,https://www.omicsonline.org/archive-medicinal-aromatic-plants-open-access.php,https://www.omicsonline.org/contact-medicinal-aromatic-plants-open-access.php, ISSN: 2167-0412
Pharmaceutica Analytica Acta Open Access Journal,https://www.omicsonline.org/pharmaceutica-analytica-acta.php,https://www.omicsonline.org/editorialboard-pharmaceutica-analytica-acta-open-access.php,https://www.omicsonline.org/archive-pharmaceutica-analytica-acta-open-access.php,https://www.omicsonline.org/contact-pharmaceutica-analytica-acta-open-access.php, ISSN : 2153-2435
Pharmaceutical Regulatory Affairs: Open Access Open Access Journal,https://www.omicsonline.org/pharmaceutical-regulatory-affairs-open-access.php,https://www.omicsonline.org/editorialboard-pharmaceutical-regulatory-affairs-open-access.php,https://www.omicsonline.org/archive-pharmaceutical-regulatory-affairs-open-access.php,https://www.omicsonline.org/contact-pharmaceutical-regulatory-affairs-open-access.php, ISSN: 2167-7689
Pharmacoeconomics: Open Access Open Access Journal,https://www.omicsonline.org/pharmacoeconomics-open-access.php,https://www.omicsonline.org/editorialboard-pharmacoeconomics-open-access.php,https://www.omicsonline.org/archive-pharmacoeconomics-open-access.php,https://www.omicsonline.org/contact-pharmacoeconomics-open-access.php, ISSN 2472-1042
Fluid Mechanics: Open Access Open Access Journal,https://www.omicsonline.org/fluid-mechanics.php,https://www.omicsonline.org/editorialboard-fluid-mechanics.php,https://www.omicsonline.org/archive-fluid-mechanics.php,https://www.omicsonline.org/contact-fluid-mechanics.php, ISSN: 2476-2296
Journal of Astrophysics & Aerospace Technology Open Access Journal,https://www.omicsonline.org/astrophysics-aerospace-technology.php,https://www.omicsonline.org/editorialboard-astrophysics-aerospace-technology-open-access.php,https://www.omicsonline.org/archive-astrophysics-aerospace-technology-open-access.php,https://www.omicsonline.org/contact-astrophysics-aerospace-technology-open-access.php, ISSN: 2329-6542
"Journal of Lasers, Optics & Photonics Open Access Journal",https://www.omicsonline.org/lasers-optics-photonics.php,https://www.omicsonline.org/editorialboard-lasers-optics-photonics-open-access.php,https://www.omicsonline.org/archive-lasers-optics-photonics-open-access.php,https://www.omicsonline.org/contact-lasers-optics-photonics-open-access.php, ISSN: 2469-410X
Journal of Respiratory Medicine ,https://www.omicsonline.org/journal-respiratory-medicine.php,https://www.omicsonline.org/editorialboard-journal-respiratory-medicine.php,https://www.omicsonline.org/archive-journal-respiratory-medicine.php,https://www.omicsonline.org/contact-journal-respiratory-medicine.php, 
Rheology: Open Access ,https://www.omicsonline.org/rheology-open-access.php,https://www.omicsonline.org/editorialboard-rheology-open-access.php,https://www.omicsonline.org/archive-rheology-open-access.php,https://www.omicsonline.org/contact-rheology-open-access.php, 
Anthropology Open Access Journal,https://www.omicsonline.org/anthropology.php,https://www.omicsonline.org/editorialboard-anthropology-open-access.php,https://www.omicsonline.org/archive-anthropology-open-access.php,https://www.omicsonline.org/contact-anthropology.php, ISSN 2332-0915
Arts and Social Sciences Journal Open Access Journal,https://www.omicsonline.org/arts-and-social-sciences-journal.php,https://www.omicsonline.org/editorialboard-arts-and-social-sciences-journal-open-access.php,https://www.omicsonline.org/archive-arts-and-social-sciences-journal-open-access.php,https://www.omicsonline.org/contact-arts-and-social-sciences-journal-open-access.php, ISSN: 2151-6200
Intellectual Property Rights: Open Access Open Access Journal,https://www.omicsonline.org/intellectual-property-rights.php,https://www.omicsonline.org/editorialboard-intellectual-property-rights-open-access.php,https://www.omicsonline.org/archive-intellectual-property-rights-open-access.php,https://www.omicsonline.org/contact-intellectual-property-rights-open-access.php, ISSN: 2375-4516
Journal of Anthropology Reports Open Access Journal,https://www.omicsonline.org/forensic-anthropology.php,https://www.omicsonline.org/editorialboard-forensic-anthropology.php,https://www.omicsonline.org/archive-forensic-anthropology.php,https://www.omicsonline.org/contact-forensic-anthropology.php, 
Journal of Civil & Legal Sciences Open Access Journal,https://www.omicsonline.org/civil-legal-sciences.php,https://www.omicsonline.org/editorialboard-civil-legal-sciences-open-access.php,https://www.omicsonline.org/archive-civil-legal-sciences-open-access.php,https://www.omicsonline.org/contact-civil-legal-sciences-open-access.php, ISSN: 2169-0170
Journal of Defense Management Open Access Journal,https://www.omicsonline.org/defense-management.php,https://www.omicsonline.org/editorialboard-defense-management-open-access.php,https://www.omicsonline.org/archive-defense-management-open-access.php,https://www.omicsonline.org/contact-defense-management-open-access.php, ISSN: 2167-0374
Journal of Mass Communication & Journalism Open Access Journal,https://www.omicsonline.org/mass-communication-journalism.php,https://www.omicsonline.org/editorialboard-mass-communication-journalism-open-access.php,https://www.omicsonline.org/archive-mass-communication-journalism-open-access.php,https://www.omicsonline.org/contact-mass-communication-journalism-open-access.php, ISSN: 2165-7912
Journal of Political Sciences & Public Affairs Open Access Journal,https://www.omicsonline.org/political-sciences-public-affairs.php,https://www.omicsonline.org/editorialboard-political-sciences-public-affairs-open-access.php,https://www.omicsonline.org/archive-political-sciences-public-affairs-open-access.php,https://www.omicsonline.org/contact-political-sciences-public-affairs-open-access.php, ISSN: 2332-0761
"Journal of Socialomics Official journal of SILAE (Italy), Italo-Latin American Society of Ethnomedicine",https://www.omicsonline.org/socialomics.php,https://www.omicsonline.org/editorialboard-socialomics-open-access.php,https://www.omicsonline.org/archive-socialomics-open-access.php,https://www.omicsonline.org/contact-socialomics-open-access.php, ISSN: 2167-0358
Sociology and Criminology-Open Access Open Access Journal,https://www.omicsonline.org/sociology-and-criminology.php,https://www.omicsonline.org/editorialboard-sociology-and-criminology-open-access.php,https://www.omicsonline.org/archive-sociology-and-criminology-open-access.php,https://www.omicsonline.org/contact-sociology-and-criminology-open-access.php, ISSN: 2375-4435
Journal of Animal Health and Behavioural Science ,https://www.omicsonline.org/animal-health-behavioural-science.php,https://www.omicsonline.org/editorialboard-animal-health-behavioural-science.php,https://www.omicsonline.org/archive-animal-health-behavioural-science.php,https://www.omicsonline.org/contact-animal-health-behavioural-science.php, 
Journal of Veterinary Medicine and Health ,https://www.omicsonline.org/journal-veterinary-medicine-health.php,https://www.omicsonline.org/editorialboard-journal-veterinary-medicine-health.php,https://www.omicsonline.org/archive-journal-veterinary-medicine-health.php,https://www.omicsonline.org/contact-journal-veterinary-medicine-health.php, 
Journal of Veterinary Pathology Research ,https://www.omicsonline.org/journal-veterinary-pathology-research.php,https://www.omicsonline.org/editorialboard-journal-veterinary-pathology-research.php,https://www.omicsonline.org/archive-journal-veterinary-pathology-research.php,https://www.omicsonline.org/contact-journal-veterinary-pathology-research.php, 
Journal of Veterinary Science & Technology Open Access Journal,https://www.omicsonline.org/veterinary-science-technology.php,https://www.omicsonline.org/editorialboard-veterinary-science-technology-open-access.php,https://www.omicsonline.org/archive-veterinary-science-technology-open-access.php,https://www.omicsonline.org/contact-veterinary-science-technology-open-access.php, ISSN: 2157-7579
